libgtksourceview-3.0-1,186,3894--SW--POY
libx32asan4,186,3894--SW--POY
cups-server-common,186,3894--SW--POY
cuda-repo-ubuntu1804-11-4-local,186,3894--SW--POY
ca-certificates-java,186,3894--SW--POY
python3-scipy,186,3894--SW--POY
libzmq5,186,3894--SW--POY
libvisionworks-sfm,186,3894--SW--POY
libidn2-0,186,3894--SW--POY
gvfs-daemons,186,3894--SW--POY
update-manager-core,186,3894--SW--POY
libxcb-render0,186,3894--SW--POY
libevent-2.1-6,186,3894--SW--POY
libnet-smtp-ssl-perl,186,3894--SW--POY
libblockdev-utils2,186,3894--SW--POY
python3-webencodings,186,3894--SW--POY
python-crypto,186,3894--SW--POY
libmatroska6v5,186,3894--SW--POY
libopenjp2-7,186,3894--SW--POY
nsight-compute-addon-l4t-2022.2.1,186,3894--SW--POY
libnetfilter-conntrack3,186,3894--SW--POY
python3-prompt-toolkit,186,3894--SW--POY
libsnmp30,186,3894--SW--POY
python3.6,186,3894--SW--POY
nautilus-share,186,3894--SW--POY
libgvc6,186,3894--SW--POY
libvisionworks-dev,186,3894--SW--POY
iperf,186,3894--SW--POY
libvlc5,186,3894--SW--POY
libllvm10,186,3894--SW--POY
python3-caffe-cpu,186,3894--SW--POY
libboost-graph-parallel1.65.1,186,3894--SW--POY
gnome-calendar,186,3894--SW--POY
libc6-dbg,186,3894--SW--POY
libmbim-glib4,186,3894--SW--POY
printer-driver-hpcups,186,3894--SW--POY
libtag1v5,186,3894--SW--POY
libqhull7,186,3894--SW--POY
libasyncns0,186,3894--SW--POY
libplacebo4,186,3894--SW--POY
samba-libs,186,3894--SW--POY
libpam-systemd,186,3894--SW--POY
libopencv-ts-dev,186,3894--SW--POY
libhtml-format-perl,186,3894--SW--POY
ubuntu-software,186,3894--SW--POY
liblangtag1,186,3894--SW--POY
libopencv-stitching3.2,186,3894--SW--POY
r-cran-reprex,186,3894--SW--POY
python-keyring,186,3894--SW--POY
libpam-modules-bin,186,3894--SW--POY
libqt5x11extras5,186,3894--SW--POY
poppler-utils,186,3894--SW--POY
libgflags-dev,186,3894--SW--POY
libhdf5-openmpi-100,186,3894--SW--POY
aisleriot,186,3894--SW--POY
libpulse-mainloop-glib0,186,3894--SW--POY
libx32stdc++-7-dev,186,3894--SW--POY
libemail-valid-perl,186,3894--SW--POY
libx32gcc1,186,3894--SW--POY
containerd.io,186,3894--SW--POY
libxml-twig-perl,186,3894--SW--POY
xbrlapi,186,3894--SW--POY
mutter,186,3894--SW--POY
android-libcrypto-utils,186,3894--SW--POY
python3-apt,186,3894--SW--POY
libqt5widgets5,186,3894--SW--POY
libcogl-path20,186,3894--SW--POY
firefox-locale-en,186,3894--SW--POY
python3-dbus,186,3894--SW--POY
libip4tc0,186,3894--SW--POY
fonts-smc-suruma,186,3894--SW--POY
libcufft-10-2,186,3894--SW--POY
libboost-python1.65.1,186,3894--SW--POY
libpam-cap,186,3894--SW--POY
grep,186,3894--SW--POY
libodbc1,186,3894--SW--POY
cuda-cudart-11-4,186,3894--SW--POY
libboost-coroutine1.65-dev,186,3894--SW--POY
network-manager-openvpn,186,3894--SW--POY
qt-at-spi,186,3894--SW--POY
libecal-1.2-19,186,3894--SW--POY
ifupdown,186,3894--SW--POY
glib-networking-common,186,3894--SW--POY
info,186,3894--SW--POY
r-cran-openssl,186,3894--SW--POY
im-config,186,3894--SW--POY
python-chardet,186,3894--SW--POY
libapt-pkg-perl,186,3894--SW--POY
xul-ext-ubufox,186,3894--SW--POY
python3-rfc3339,186,3894--SW--POY
libportaudio2,186,3894--SW--POY
libtinyxml2.6.2v5,186,3894--SW--POY
libcmis-0.5-5v5,186,3894--SW--POY
libapr1-dev,186,3894--SW--POY
libgstreamer1.0-0,186,3894--SW--POY
libqt5network5,186,3894--SW--POY
libopencv-photo-dev,186,3894--SW--POY
cuda-cupti-11-4,186,3894--SW--POY
libmagickcore-6.q16-3,186,3894--SW--POY
ibus-table,186,3894--SW--POY
libharfbuzz-icu0,186,3894--SW--POY
libnfsidmap2,186,3894--SW--POY
wireless-tools,186,3894--SW--POY
r-cran-highr,186,3894--SW--POY
libboost-graph1.65-dev,186,3894--SW--POY
fastboot,186,3894--SW--POY
tex-common,186,3894--SW--POY
libwnck-3-0,186,3894--SW--POY
x11-session-utils,186,3894--SW--POY
python3-tables-lib,186,3894--SW--POY
libarchive-zip-perl,186,3894--SW--POY
inputattach,186,3894--SW--POY
x11proto-core-dev,186,3894--SW--POY
libpocodataodbc50,186,3894--SW--POY
nautilus-data,186,3894--SW--POY
libmodplug1,186,3894--SW--POY
grub-efi-amd64-bin,186,3894--SW--POY
libwmf0.2-7-gtk,186,3894--SW--POY
dh-autoreconf,186,3894--SW--POY
libwacom-common,186,3894--SW--POY
libwacom2,186,3894--SW--POY
libcryptsetup12,186,3894--SW--POY
libxdamage1,186,3894--SW--POY
libhdf5-100,186,3894--SW--POY
ppp,186,3894--SW--POY
libgail18,186,3894--SW--POY
gsettings-ubuntu-schemas,186,3894--SW--POY
dosfstools,186,3894--SW--POY
libzeitgeist-2.0-0,186,3894--SW--POY
libicu-le-hb-dev,186,3894--SW--POY
cuda-nvrtc-dev-10-2,186,3894--SW--POY
psmisc,186,3894--SW--POY
cuda-cudart-dev-11-4,186,3894--SW--POY
libssl1.0.0,186,3894--SW--POY
cuda-nvprune-11-4,186,3894--SW--POY
libx32cilkrts5,186,3894--SW--POY
gir1.2-gtk-3.0,186,3894--SW--POY
libcusparse-cross-aarch64-11-4,186,3894--SW--POY
base-passwd,186,3894--SW--POY
cuda-nsight-compute-11-4,186,3894--SW--POY
libparted-fs-resize0,186,3894--SW--POY
